ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
NE-EV-001,EAT-26 (screening de conducta alimentaria),Test,Nutrición / RED-S,Screening conducta alimentaria,Detectar riesgo de trastorno alimentario,General,General,Sin equipo,Completar el cuestionario Eating Attitudes Test-26 (26 ítems sobre actitudes hacia comida y cuerpo). Calificar según escala estándar del EAT-26. Puntuación >20 indica alto riesgo según la fuente.,26 ítems,1 administración,5-10 min,,,Cuando hay sospecha de TCA,Test,Repetir cada 3-6 meses si baseline elevada,No aplica,Usarlo como diagnóstico único; aplicarlo sin contexto profesional,No es diagnóstico clínico. Desarrollado en población NO atlética.,Restricción severa / miedo intenso a peso / señales de TCA / puntuación >20,Alto,"evaluación,RED-S,TCA,screening",Monedero et al. 2023,,,Pendiente revisión legal,Sólo educativo / requiere validación profesional,Sí,Resultado >20 = derivación obligatoria a profesional. Bill nunca interpreta solo.
NE-EV-002,LEAF-Q (screening LEA femenino),Test,Nutrición / RED-S,Screening LEA mujeres,Detectar riesgo de baja disponibilidad energética en mujeres,General,General,Sin equipo,"Completar el Low Energy Availability in Females Questionnaire. Cubre: historial de lesiones, uso de anticonceptivos, función menstrual (presencia/ausencia/regularidad), función gastrointestinal. Puntuación mayor o igual a 8 indica riesgo aumentado de LEA según la fuente.",1 administración,5-10 min,,,,Cuando hay sospecha o pre-bloque intenso,Test,Repetir cada 3-6 meses,No aplica,Aplicarlo a hombres (no validado),Solo para mujeres. NO existe cuestionario equivalente validado para hombres.,Amenorrea / lesiones óseas / disfunción gastrointestinal / puntuación alta,Alto,"evaluación,LEA,RED-S,mujeres,screening",Monedero et al. 2023,,,Pendiente revisión legal,Sólo educativo / requiere validación profesional,Sí,Único cuestionario validado para esto. Resultado mayor o igual a 8 = derivación.
NE-EV-005,Screening clínico de RED-S,Test,Nutrición / RED-S,Screening clínico,Identificar señales clínicas de riesgo RED-S,General,General,Evaluación profesional,Profesional revisa: signos de baja disponibilidad energética / amenorrea o irregularidad menstrual / grasa corporal muy baja / dolor óseo / sospecha de fractura por estrés / historial reciente de lesiones óseas / pérdida de peso no planificada.,,Cuando hay señales,,,,Cuando hay alerta amarilla o roja en semáforo Bill,Test profesional,Repetir según indicación profesional,No aplica,Diagnosticar en app,Bill NUNCA diagnostica. Solo screening previo derivación.,Dolor óseo / amenorrea / fractura por estrés sospechada / pérdida peso rápida,Alto,"screening,RED-S,clínico,seguridad",Arellano-Aparicio et al. 2025,,,Pendiente revisión legal,Sólo educativo / requiere validación profesional,Sí,Bill detecta señales y deriva. No diagnostica.
NE-PR-001,Ajuste de carbohidratos según carga semanal,Protocolo,Nutrición,Planificación nutricional,Adaptar ingesta de carbohidratos al tipo de entrenamiento,Intermedio,General,Sin equipo,Categorizar cada día: día de carga intensa (fuerza máxima / power endurance / resistencia específica) hasta ~7 g/kg de peso corporal/día de carbohidratos. Día técnico/fácil/descanso activo cerca de ~3 g/kg/día. Días moderados intermedio entre los dos.,,,Diario,,,Media,Diario / ajuste semanal según planificación,Ajustar según demanda real de entrenamiento percibida,Principiantes solo educación general; números requieren profesional,Restricción rígida; usar para perder peso,Bill NUNCA presenta esto como dieta restrictiva. Solo orientativo.,Fatiga persistente / bajo rendimiento / irritabilidad / mareo,Medio,"carbohidratos,recuperación,planificación,nutrición",Monedero et al. 2023,,,Pendiente revisión legal,Sólo educativo / requiere validación profesional,Sí,NÚMEROS solo orientativos. Cualquier prescripción individual requiere nutricionista deportiva.
NE-PR-003,Nutrición post-entrenamiento,Protocolo,Recuperación,Recuperación energética,Reponer glucógeno y apoyar reconstrucción muscular,Principiante,General,Sin equipo,"INMEDIATO al terminar la sesión: consumir carbohidratos simples (ej. fruta, bebida con azúcar) para reposición rápida de glucógeno. DENTRO DE 2 H: comida completa con proteína de calidad + carbohidratos complejos.",,,Inmediato + dentro de 2h,,Post-sesión,Media,Tras cada sesión exigente,Establecer hábito post-sesión,Mínimo agua + cualquier comida balanceada en 2h,Saltar comida post-entreno; ayunar post-sesión,Cantidades específicas requieren profesional,Malestar gastrointestinal / señales de TCA,Medio,"recuperación,carbohidratos,proteína,post-entreno",Hörst (How to Climb 5.12),,,Pendiente revisión legal,Sí,No requerida,Regla práctica de Hörst — fuente antigua para cantidades exactas pero principio sólido.
HB-73,7/3 Repeaters canónico Hörst,Protocolo,Fuerza-resistencia dedos,,,Avanzado,,Hangboard regleta 20mm half crimp,Tras calentamiento completo 30+ min: 6 suspensiones de 7s con 3s descanso (total 1 min). 5 grupos con 10 min descanso entre grupos. Sub-máxima 75-85%.,,,,,,Sub-máxima 75-85%,1-2/semana,,,,Bloqueo por dolor dedos o historial polea,,Alto,"hangboard,repeaters,fuerza-resistencia,dedos",Training4Climbing / Hörst,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,
HB-DENS,Density Hangs / Suspensiones de densidad,Protocolo,Salud tendón,,,Intermedio,,Hangboard 20mm,"Suspensiones de 30-45s a peso corporal SIN lastre, 3-5 series, descanso 1.5-2 min. Foco en forma estable, hombros comprometidos.",3-5,,30-45s,,1.5-2 min,,1/semana máx,,,,,,Medio,"hangboard,densidad,tendón,robustez",Lattice / HMB (Matt Wright),,,Pendiente revisión legal,Sí,No requerida,Objetivo distinto a Max Hangs: robustez tendón vs pico de fuerza. Útil para intermedios en ascenso.
HB-PROT,Entrenamiento proteccionista dedos rutina diaria,Protocolo,Prehab,,,Principiante,,Hangboard grande + banda elástica,30s finger rolls + 30s extensiones dedos + 1 min repeaters muy suaves (10s on / 5s off). Total 3-6 min. Idealmente 30-60 min después de gelatina/colágeno.,,,3-6 min,,,,5-7 días/semana,,,,,,Bajo,"prehab,dedos,tendón,polea,prevención",Training4Climbing / Hörst,,,Pendiente revisión legal,Sí,No requerida,Prevención tendón/polea. Compatible con otras sesiones.
PE-6IN6,6 in 6 boulder cada minuto x 6,Protocolo,Power endurance,,,Intermedio,,Boulder wall,Boulder cerca del límite onsight. Al inicio de cada minuto: escalar el boulder. Descanso = lo que sobra del minuto. 6 min total.,,,6 min,,,,1-2/semana,,,,,,Alto,"power endurance,boulder,intervalos",Lattice / Catalyst / Climb Strong,,,Pendiente revisión legal,Sí con bloqueo por perfil,,"Si potencia cae en primeros 3 min, problema demasiado duro."
PE-4X4PW,4x4s Pete Whittaker,Protocolo,Power endurance,,,Avanzado,,Boulder wall,4 problemas moderadamente duros como lap. 1 min entre problemas. 15-20 min descanso. 4 laps totales. Fallo técnico en 4to lap = meta.,,,,,1 min entre problemas / 15-20 min entre laps,,1/semana,,,,,,Alto,"power endurance,boulder,4x4",Lattice (Pete Whittaker),,,Pendiente revisión legal,Sí con bloqueo por perfil,,Bloquear si principiante.
PE-45,45-20-45 resistencia específica ruta,Protocolo,Power endurance,,,Avanzado,,Muro + auto-belay,45s escalada RPE 8-9 + 20s reposo activo colgado de jug + 45s escalada. 3-5 series. 3-5 min entre series.,3-5,,,,3-5 min entre series,RPE 8-9,1/semana,,,,,,Alto,"power endurance,resistencia,ruta",Training4Climbing / Hörst,,,Pendiente revisión legal,Sí con bloqueo por perfil,,
CO-40,Continuidad 40 min protocolo Rhapsody MacLeod,Protocolo,Capilarización,,,Intermedio,,Board/Spray wall,Circuito ~6b+ relativo. Escalar continuo 40 min sin bajar. Muy baja intensidad — respirar por nariz y conversar. 1-3 rondas con 20 min entre rondas.,,,40 min,,20 min entre rondas,Muy baja,Hasta 5 días/semana si baja intensidad,,,,,,Bajo,"capilarización,ARC,continuidad",Dave MacLeod,,,Pendiente revisión legal,Sí,,Distinto de CO- Lote 4 en duración y filosofía.
TC-HOV,Hover Drill / Robot Drill,Práctica técnica,Técnica,Control estático,,Intermedio,,Muro,"Pausar mano 2-3s SOBRE la presa antes de agarrarla. Al mover una extremidad, las otras 3 estáticas. Fuerza a encontrar trípode o bandera perfecta.",,,,,,,,,,,,,Bajo,"técnica,control,tensión,precisión",Lattice + Catalyst,,,Pendiente revisión legal,Sí,,Base para tensión y precisión.
TC-STK,Stick and Move / One Touch,Práctica técnica,Técnica,Precisión mano,,Principiante,,Muro,"Prohibido reajustar la mano tras primer contacto. Si agarras mal, es fallo y hay que bajar. Fuerza a leer y comprometerse.",,,,,,,,,,,,,Bajo,"técnica,precisión,lectura",Climb Strong / Catalyst,,,Pendiente revisión legal,Sí,,
TC-SLO,Sloth Climbing (escalar a mitad velocidad),Práctica técnica,Técnica,Tensión corporal,,Intermedio,,Muro,Escalar bloques a mitad de tu velocidad normal. Sin pausas ni saltos. Cada movimiento lento y controlado. Fuerza tensión sostenida.,,,,,,,,,,,,,Medio,"técnica,tensión,control",Power Company,,,Pendiente revisión legal,Sí,,
TC-DS,Dead Stop (momentum + parar),Práctica técnica,Técnica,Precisión dinámica,,Avanzado,,Muro,Generar momentum como dinámico pero detenerte al tocar la presa sin agarrarla. Controla trayectoria y aterrizaje.,,,,,,,,,,,Bloquear si dolor muñeca/dedos.,,Alto,"técnica,dinámico,precisión,control",Power Company,,,Pendiente revisión legal,Sí con bloqueo por perfil,,
TC-OSFA,One Size Fits All (rango de pies),Práctica técnica,Movilidad aplicada,,,Intermedio,,Spray wall/Muro,"Escalar mismo bloque 2 veces: 1) pies lo más ALEJADOS de las manos, 2) pies lo más CERCANOS. Explora rango completo.",,,,,,,,,,,,,Medio,"técnica,pies,movilidad,rango",Power Company,,,Pendiente revisión legal,Sí,,
TC-OFD,One Foot Drill (bloque con un solo pie),Práctica técnica,Técnica,Posición,,Intermedio,,Muro,"Escalar mismo bloque 2 veces: solo pie izquierdo, después solo pie derecho. Fuerza banderas y cambios de peso.",,,,,,,,,,,,,Bajo,"técnica,pies,bandera,peso",Power Company,,,Pendiente revisión legal,Sí,,
TC-FOFF,Foot-off Bouldering (rehab tren inferior),Práctica adaptada,Rehabilitación,,,Intermedio,,Boulder wall,"Escalar problemas SOLO con manos, sin pies. Para escaladores con lesión tobillo/rodilla/cadera. Autorregulado.",,,,,,,,,,,Requiere indicación de fisio tratante. NO es entrenamiento normal.,,Medio,"rehab,adaptado,tren inferior",Dave MacLeod,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,
TC-ANK,Ankle Roll and Swap (cambio pie con rotación),Práctica técnica,Técnica,Pies desplome,,Intermedio,,Muro desplomado,En lugar de saltar los pies: rotar tobillo del pie que sale para dejar espacio al que entra. Mantiene contacto en todo momento.,,,,,,,,,,,,,Medio,"técnica,pies,desplome,rotación",Dave MacLeod,,,Pendiente revisión legal,Sí,,
TC-CJ,Cuello de Jirafa (hombros bajos),Práctica técnica,Técnica,Hombros,,Principiante,,Muro,"Mantener hombros DEPRIMIDOS alejados de las orejas. Alcanzar empujando cabeza hacia el techo, no encogiendo hombros. Evita posición de tortuga.",,,,,,,,,,,,,Bajo,"técnica,hombros,postura,longevidad",HMB (Be Fuller),,,Pendiente revisión legal,Sí,,Regla postural crítica para longevidad hombros.
TC-SOSO,Step-on Step-off (transferencia peso pie),Práctica técnica,Técnica,Pies/balance,,Principiante,,Muro/placa,"Colocar pie, transferir peso conscientemente al pie sin mover otras extremidades. Después step-off. Base para sentir cuando un pie está cargado vs solo apoyado.",,,,,,,,,,,,,Bajo,"técnica,pies,balance,peso",Catalyst,,,Pendiente revisión legal,Sí,,
CAL-WUP,Warm-up progresivo tipo Lead (Catalyst),Calentamiento,Calentamiento,Progresivo,,Intermedio,,Muro,3 rutas: 8 grados / 6 grados / 4 grados por debajo del límite. Sin proyectar. Después atacar objetivo.,,,,,,,,,,,,,Bajo,"calentamiento,progresivo,lead",Catalyst,,,Pendiente revisión legal,Sí,,Alternativa a calentamientos genéricos.
HB-FCURL,Finger Curls isométrico activo,Ejercicio,Fuerza dedos,Reclutamiento aislado,,Intermedio,,Bloque portátil + Tindeq o pesa,Enrollar dedos activamente contra resistencia SIN usar hombro. Aislar flexores.,3,3,,,2-3 min,80-85% 1RM,,,,,,,Medio,"dedos,reclutamiento,fuerza",The Nugget (Tyler Nelson),,,Pendiente revisión legal,Sí con bloqueo por perfil,,Base reclutamiento sin cargar hombros/codos.
HB-ISO-RECOV,Isométricos de recuperación post-sesión,Protocolo,Recuperación tendones,Salud polea/tendón,,Todos,,Multipresa,Al final de sesión: 2 series de 30 s agarres suaves (open hand o crimp cómodo) baja intensidad. Envía señal de carga a zonas protegidas sin estresarlas.,2,,30 s,,,Baja,,,,,,,Muy Bajo,"recuperación,tendón,polea",The Nugget,,,Pendiente revisión legal,Sí,No requerida,"Complementa HB-PROT. Se hace al terminar, no como calentamiento."
HB-RECRUIT,Recruitment Pulls,Ejercicio,Fuerza dedos máxima,Reclutamiento neuromuscular,,Avanzado,,Regleta portátil fija + Force Gauge,"Medio arqueo o chisel. Tirar progresivamente de regleta FIJA hasta esfuerzo máximo sin mover cuerpo. Construir en 3s, mantener 5-8s. Aislar dedos NO hombros.",5-8,1 tracción/mano,,,3 min,RPE 90-100%,,,,,,,Alto,"dedos,reclutamiento,fuerza máxima",Hooper's Beta,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,Alternativa a Max Hangs sin colgar peso corporal. Más control articular.
HB-BLOCK,Block Pulls,Ejercicio,Fuerza dedos máxima,Aislar dedos sin estrés hombros,,Intermedio,,Taco madera + pesas,Sentado o de pie. Levantar peso del suelo agarrando taco con medio arqueo. RIR 1-2.,3-5,3-8,,,3-5 min,,,,,,,,Alto,"dedos,fuerza máxima,block pull",Hooper's Beta,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,"Debate Beall vs Jason: Beall prefiere hangs (especificidad), Jason prefiere pulls (seguridad)."
HB-MIXED,Mixed Hangs,Protocolo,Fuerza dedos asimétrica,Fuerza sin lastre pesado,,Intermedio,,Multipresa,Agarre malo (mano activa) + agarre bueno (asistente). Mirar hacia mano activa. Fallo controlado 4-10s. Acumular ~30s TUL por mano.,,,,~30s por mano,~3 min,,"2-3x/semana, bloques 4-8 sem",,,,,,Alto,"dedos,mixed hangs,fuerza",Hooper's Beta,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,
HB-REHAB-A2A4,Protocolo Rehab polea A2/A4 fase inicial,Rehabilitación activa,Rehabilitación,Carga tisular controlada post-lesión,,Rehab,,Multipresa + banda elástica,"Fase inicial post-diagnóstico (sem 1-4 aprox). 1) Tendon Gliding 4-6 reps. 2) Suspensiones submáximas 30s on/30s off, 10-12 reps. 3) Tracciones banda ligera. Dolor MÁXIMO 2/10.",,,,,,,Diaria o 2x día según indicación profesional,,,,Bill NUNCA asigna sin indicación explícita del fisio tratante.,,Alto,"rehab,polea,A2,A4,tendón",Hooper's Beta (Jason Hooper DPT),,,Pendiente revisión legal,Sólo educativo / requiere validación profesional,Sí,
HB-REPEAT-LOW,Repeaters baja intensidad capilarización,Protocolo,Continuidad dedos,Capilarización + resistencia base,,Principiante,,Multipresa,10 series de 7s colgado/3s desc x 6 reps (1 min trabajo). 1 min descanso entre series. Intensidad 30-40% — pies en suelo o polea asistencia.,10,,,,1 min entre series,30-40%,,,,,,,Bajo,"dedos,capilarización,repeaters,resistencia",BMC TV (Rachel Carr),,,Pendiente revisión legal,Sí,,Alternativa suave a HB-73 canónico.
PE-TRIPLE,Triples Ondra/Schubert,Protocolo,Power endurance,Resistencia fatiga alta,,Avanzado,,Muro boulder,Enlazar 3 boulders de ~5 movs (o 2 de 7-8) SIN descanso entre ellos. Descanso LARGO entre series (5-10 min) para mantener calidad.,3-5,,,,5-10 min entre series,,,,,,,,Alto,"power endurance,boulder,triples","The Nugget (Ondra, Ghisolfi)",,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,Élite. Bloquear si principiante/intermedio bajo.
HE-SHRUG-LEAN,Leaning Shoulder Shrugs,Ejercicio,Prevención hombros,Activación trapecio superior,,Todos,,Mancuerna + objeto fijo,Inclinado lateralmente sujetando objeto fijo con mano no dominante. Con otra mano + mancuerna: elevar hombro hacia oreja. Foco trapecio superior.,,,,,,,,,,,,,Bajo,"hombros,prevención,trapecio",The Nugget,,,Pendiente revisión legal,Sí,,Compensa patrón hombros abajo excesivo de escalada.
HE-CUBAN,Cuban Rotations,Ejercicio,Prevención hombros,Rotadores externos + estabilidad escapular,,Todos,,Barra ligera o mancuernas,Codos a 90° alineados con hombros. Rotar barra hacia adelante y atrás controlando escápulas. Evitar encogimiento trapecios.,2-3,12,,,,,,,,,,,Bajo,"hombros,prevención,rotadores",Hooper's Beta,,,Pendiente revisión legal,Sí,,
HE-SCORPION,Scorpion Drill / Control de swing,Ejercicio,Técnica / prevención,Controlar balanceo,,Intermedio,,Multipresa o muro jugs,"Al cortar pies o lanzar: dejar piernas hacia atrás mientras contraen escápulas (tipo face pull), arqueando cuerpo hacia muro. 5-10 balanceos controlados.",,5-10 balanceos,,,,,,,,,Requiere estabilidad escapular previa,,Medio,"hombros,swing,prevención,escápula",Hooper's Beta,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,Previene lesiones hombro por swing incontrolado.
HE-ISO-DAILY,Isométricos diarios articulaciones,Protocolo,Prevención,Salud tendones codos/muñecas/hombros,,Todos,,Peso ligero o resistencia elástica,"Isométrico 10s a intensidad submáxima (NO máximo). 1 rep/min durante 10 min. Aplicar a articulaciones fatigadas: codos, muñecas, hombros.",,,10 min,,,Submáxima,,,,,,,Bajo,"prevención,isométrico,articulaciones",Tom Merrick,,,Pendiente revisión legal,Sí,,"Distinto de HB-PROT: este es articular, no dedos."
CR-COPEN,Copenhagen Plank,Ejercicio,Core,Estabilidad lateral + aductores,,Intermedio,,Banco,Plancha lateral con pierna superior apoyada en banco. Alineado. Isométrico o reps.,2-3,8-12,,20-40s,,,,,,,,,Bajo,"core,aductores,lateral",Hooper's Beta,,,Pendiente revisión legal,Sí,,
MU-KNUCKLE,First Knuckle Push-ups,Ejercicio,Muñecas + dedos,Fuerza flexores y estabilidad,,Intermedio,,Suelo,"Desde cuadrupedia, elevar palmas presionando con NUDILLOS. Progresión: adelantar hombros. Regresión: retrasar hombros.",3,5-10,,,,,,Adelantar hombros,Retrasar hombros,,,,Medio,"muñecas,dedos,estabilidad",Tom Merrick,,,Pendiente revisión legal,Sí con bloqueo por perfil,Sí,Transfiere a estabilidad muñeca en placas y arqueos.
MO-KNEE-WALL,Test Knee-to-Wall,Test,Movilidad tobillo,Dorsiflexión tobillo,,Todos,,Pared + regla,De rodillas frente a pared. Pie con talón en suelo. Empujar rodilla hacia pared manteniendo talón pegado. Medir distancia dedo gordo a pared. >15cm bueno. <10cm urgente.,,,,,,,,,,,,,Bajo,"test,tobillo,movilidad,dorsiflexión",The Nugget,,,Pendiente revisión legal,Sí,,Impacto directo en talonamientos y placas.
TC-FREEZE,Freeze When You Fall,Práctica técnica,Autoconocimiento,Análisis post-caída,,Todos,,Muro boulder,"Al caer de intento, NO moverse inmediatamente al pad. Congelar posición 1-2s. Analizar mentalmente: qué falló primero, mano o pie, por qué.",,,,,,,,,,,NO aplica en boulder al aire libre desde altura.,,Bajo,"técnica,metacognición,análisis",The Nugget,,,Pendiente revisión legal,Sí,,Metacognición durante sesión.
BO-BOARD-PROG,Progresión Board 3 bloques,Protocolo,Adaptación tabla,Adaptación progresiva Moon/Tension/Kilter,,Principiante-Intermedio,,Board,Bloques de 4-6 semanas: 1) Travesías laterales solamente. 2) Problemas mano-mano-pie-pie estricto. 3) Pies libres. 20-40s en tabla por repetición.,,,,20-40s,,,,,,,,,Medio,"board,adaptación,progresión",The Nugget,,,Pendiente revisión legal,Sí,,Evita saltar directo a problemas duros que causan lesión.
CAL-RAMP,Protocolo RAMP calentamiento,Calentamiento,Calentamiento,Estructurado,,Todos,,Muro + accesorios opcionales,4 fases: R=Raise (elevar pulso 3-5 min). A=Activate (glúteos + core + escápulas). M=Mobilize (hombros/cadera/tobillos/muñecas). P=Potentiate (carga progresiva — colgadas suaves + 3-5 vías fáciles).,,,,,,,,,,,,,Bajo,"calentamiento,RAMP,estructurado",BMC TV,,,Pendiente revisión legal,Sí,,Marco pedagógico para estructurar cualquier calentamiento.
EV-PLUS-MINUS,Sistema Plus/Minus autorregulación,Test,Autorregulación,Fatiga diaria,,Todos,,Ninguno,Al iniciar cada sesión: calificar sensación de fuerza percibida 1-10. 8-10 = verde (plan normal). 6-7 = amarillo (reducir carga ~20%). ≤5 = rojo (movilidad + técnica o descanso). 2+ días rojos = semana descarga.,,,,,,,Cada sesión,,,,,,Bajo,"autorregulación,test,fatiga",The Nugget (Steve Mash),,,Pendiente revisión legal,Sí,,Herramienta central autorregulación. Complementa semáforo RED-S del Doc 02.
EV-TEST-30S,Test 30 segundos multipresa,Test,Evaluación,Carga partida hangboard principiantes,,Principiante,,Multipresa,"Determinar qué agarre y con qué asistencia el usuario sostiene 30s con FORMA IMPECABLE (hombros bajos, cuerpo estable, sin dolor). Ese es punto de partida antes de protocolos estructurados.",,,30s,,,,,,,,,,Bajo,"test,hangboard,principiante,gate",BMC TV,,,Pendiente revisión legal,Sí,,Gate obligatorio antes de HB- protocolos en principiante.
EV-READINESS,Readiness Grip Test,Test,Evaluación,Fatiga SNC pre-sesión,,Avanzado,,Dinamómetro agarre,"Antes de sesión fuerza máxima: apretar dinamómetro al máximo. Comparar con baseline personal. Si cae >10-15% respecto a baseline, ABORTAR sesión intensa y hacer recuperación activa.",,,,,,,,,,,Requiere baseline (5-10 mediciones en día bien recuperado).,,Bajo,"test,fatiga,SNC,readiness",Magnus Midtbø (Yves Gravelle),,,Pendiente revisión legal,Sí,,
EV-GRIP-PULL,Test Grip + Pull-up,Test,Evaluación combinado,Eslabón débil grip vs tracción,,Intermedio,,Barra o multipresa,Colgarse 30s + realizar 1 dominada estricta. Repetir hasta fallo total. Si fallo por grip → punto débil = dedos. Si fallo por tracción → punto débil = fuerza dorsal.,,,,,,,,,,,,,Medio,"test,grip,tracción,diagnóstico",Tom Merrick,,,Pendiente revisión legal,Sí,,Diagnóstico rápido para orientar sesiones.
HE-SCAP-PU,Scapular Push-ups,Ejercicio,Movilidad/fuerza,Estabilidad escapular activa,,Intermedio,,Mat,En posición de tabla con brazos rectos: hundir el pecho hacia el suelo (retracción escapular) y luego empujar el suelo separando las escápulas (protracción) SIN doblar codos.,2-3,10-15,,,,,,,,,,,Bajo,"escápula,hombros,movilidad,fuerza",Yoga with Ieva Luna,,,Pendiente revisión legal,Sí,,Complementa HE-CUBAN. Trabaja el otro extremo del rango escapular.
HE-HALO,Shoulder Halo,Ejercicio,Movilidad hombro,Rango hombro con carga ligera,,Intermedio,,Pesa ligera o bloque,"De pie, sujetando peso ligero (~2-5 kg) con ambas manos frente a la cabeza. Dibujar círculos completos alrededor de la cabeza manteniendo el core firme y sin arquear la lumbar.",,5 círculos cada dirección,,,,,,,,,,,Bajo,"hombros,movilidad,carga ligera",Yoga with Ieva Luna,,,Pendiente revisión legal,Sí,,Movilidad activa. Complementa foam roll pasivo.
HE-FLOSS,Shoulder Flossing,Ejercicio,Movilidad hombro,Rango cápsula hombro,,Principiante,,Banda elástica o cinta larga,Sujetar banda con ambas manos separadas frente al cuerpo. Pasar la banda por encima de la cabeza hacia la espalda SIN doblar codos y sin dolor. Volver al frente.,,5-10 pases completos,,,,,,,,,"Si los brazos se doblan durante el movimiento, aumentar la distancia entre manos.",,Bajo,"hombros,movilidad,cápsula,banda",Yoga with Ieva Luna,,,Pendiente revisión legal,Sí,,
MO-INT-HIP,Internal Hip Rotation Drill,Ejercicio,Movilidad,Rotación interna de cadera activa,,Intermedio,,Bloque o pesa opcional,En posición de media rana (pigeon): elevar el pie del suelo rotando internamente la cadera de la pierna doblada. Mantener 2-3 s arriba y bajar.,,8-10 por lado,,,,,,,,,,,Bajo,"cadera,movilidad,heel hook,rotación",Yoga with Ieva Luna,,,Pendiente revisión legal,Sí,,Movilidad activa clave para heel hooks laterales y talonamientos.
HB-ABRA,Abrahangs (fuerza con baja carga),Protocolo,Fuerza dedos baja carga,Ganancia de fuerza sin estrés máximo,,Principiante-Intermedio,,Multipresa cómoda,"Suspensiones de larga duración a baja carga con volumen alto acumulado. Objetivo fuerza (no capilarización), carga sub-máxima. Total ~200-300 s TUL por sesión.",8-12,,15-25 s,~200-300 s total,60-90 s,~60-70%,,,,,,,Bajo-Medio,"dedos,fuerza,baja carga,TUL",Science and Clinical / CAMP4 (Dr. Tyler Nelson),,,Pendiente revisión legal,Sí,,Alternativa a Max Hangs para escaladores con historial de lesión o principiantes que aún no toleran carga máxima.
CB-001,Campus 1-4-7 / 1-4-7-10,Ejercicio,Campus Board,Escalera explosiva,Desarrollar fuerza explosiva de tren superior y RFD de antebrazo,Avanzado / Elite,Boulder / Competición,Campus board,"Ambas manos en rung 1; subir explosivamente saltando rungs hasta 4, 7 y (si aplica) 10; emparejar manos en el rung final.",4 sets (protocolo Stien),4–6 (Michailov); 10 final en variante 1-4-7-10 (Stien),,,2–3 min (Michailov),Máxima,2–4 sesiones/semana (bloque 5 sem),Aumentar distancia entre rungs o alcanzar rung superior,Secuencia más corta; saltar menos rungs,"Tirar sin control, perder tensión escapular, rungs demasiado pequeños",Alto estrés en dedos/flexores/hombros; no usar en principiantes,"Dolor en dedos, poleas, codo, hombro o pérdida de control",Alto,"potencia, RFD, dedos, antebrazo, hombro, campus board, bloque principal",Michailov 2014; Stien et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,"Bloque principal, post-calentamiento. Gate: base de fuerza + test 25mm/15s."
CB-002,Ladder / escalera a una mano móvil,Ejercicio,Campus Board,Max reach / coordinación,"Mejorar alcance máximo, coordinación y potencia unilateral alternada",Avanzado / Elite,Boulder / Competición,Campus board,Una mano fija en rung inicial; la otra sube rung por rung hasta máximo alcance; regresar hasta emparejar en rung 1.,4 sets (Stien),No especificado en la fuente,,,No especificado en la fuente,Alta / Máxima,2–4 sesiones/semana (bloque 5 sem),Llegar más alto o rung más distante,Reducir rango de alcance,"Bloquear hombro sin control, balanceo excesivo",Alta carga unilateral en hombro/dedos,"Dolor, pinzamiento, pérdida de control",Alto,"max reach, coordinación, potencia, campus board",Stien et al. 2023; Langer et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-003,Campus 1-2-3 (pull-through),Ejercicio,Campus Board,Movimiento de arrastre explosivo,Mejorar potencia de tracción y coordinación de manos,Avanzado / Elite,Boulder / Competición,Campus board,Mover una mano ~75% del máximo alcance; tirar lo más lejos posible con la otra; seguir con la primera y emparejar arriba.,4 sets (Stien),No especificado en la fuente,,,No especificado en la fuente,Alta / Máxima,2–4 sesiones/semana (bloque 5 sem),Mayor distancia o rungs más difíciles,Menor distancia,"No emparejar con control, generar demasiada inercia",Alto estrés dedos/hombro/codo,Dolor o pérdida de coordinación,Alto,"potencia, campus, dedos, tracción",Stien et al. 2023; Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
