exercise_id,exercise_name,exercise_category,risk_level,gates_blocked_by,gates_controlled_by,gates_governed_by,gates_canonical_count,gates_related_to,gates_weak_count
EX-WAR-017,Recruitment hang submáximo,Calentamientos,medio,,,,0,GT-WAR-001,1
EX-WAR-018,Travesía fácil,Calentamientos,medio,,,,0,GT-WAR-002,1
EX-WAR-019,Boulder muy fácil,Calentamientos,medio,,,,0,GT-WAR-003,1
EX-WAR-020,Escalada progresiva por grados,Calentamientos,medio,,,,0,GT-WAR-004,1
EX-WAR-021,Activación de core,Calentamientos,medio,,,,0,GT-WAR-005,1
EX-WAR-022,Dead bug de calentamiento,Calentamientos,medio,,,,0,GT-WAR-006,1
EX-WAR-023,Sentadilla al aire,Calentamientos,medio,,,,0,GT-WAR-007,1
EX-WAR-024,Zancada dinámica,Calentamientos,medio,,,,0,GT-WAR-008,1
EX-WAR-025,Movilidad de cadera,Calentamientos,medio,,,,0,GT-WAR-009,1
EX-WAR-026,Movilidad de tobillo,Calentamientos,medio,,,,0,GT-WAR-010,1
EX-WAR-027,Respiración de preparación,Calentamientos,medio,,,,0,GT-WAR-011,1
EX-WAR-028,Primer intento a baja intensidad,Calentamientos,medio,,,,0,GT-WAR-012,1
EX-WAR-029,Calentamiento específico para ruta,Calentamientos,medio,,,,0,GT-WAR-013,1
EX-WAR-030,Chequeo final de dolor,Calentamientos,medio,,,,0,GT-WAR-014,1
INJ-EX-001,Chequeo corporal guiado,Prevención de lesiones general,Bajo,,INJ-GATE-001,,1,,0
INJ-EX-002,Semáforo de dolor 0-10,Prevención de lesiones general,Bajo,,INJ-GATE-002,,1,,0
INJ-EX-003,Registro de dolor por zona,Prevención de lesiones general,Bajo,,INJ-GATE-003,,1,,0
INJ-EX-004,Chequeo de dedos y poleas,Prevención de lesiones general,Medio,,INJ-GATE-004,,1,,0
INJ-EX-005,Chequeo de hombro y escápula,Prevención de lesiones general,Medio,,INJ-GATE-005,,1,,0
INJ-EX-006,Chequeo de codo y muñeca,Prevención de lesiones general,Medio,,INJ-GATE-006,,1,,0
INJ-EX-007,Chequeo lumbar y cadera,Prevención de lesiones general,Medio,,INJ-GATE-001,,1,,0
INJ-EX-008,Escala de fatiga percibida,Prevención de lesiones general,Bajo,,INJ-GATE-002,,1,,0
INJ-EX-009,Chequeo de sueño y recuperación,Prevención de lesiones general,Bajo,,INJ-GATE-003,,1,,0
INJ-EX-010,Registro de carga semanal,Prevención de lesiones general,Bajo,,INJ-GATE-004,,1,,0
INJ-EX-011,Deload automático por dolor,Prevención de lesiones general,Bajo,,INJ-GATE-005,,1,,0
INJ-EX-012,Regresión técnica por fatiga,Prevención de lesiones general,Bajo,,INJ-GATE-006,,1,,0
PER-EX-001,Plan semanal flexible,Periodización y programación,Bajo,,PER-GATE-001; PER-GATE-003; PER-GATE-005,,3,,0
PER-EX-002,Bloque de descarga,Periodización y programación,Bajo,,PER-GATE-002; PER-GATE-004; PER-GATE-006,,3,,0
PER-EX-003,Semana técnica,Periodización y programación,Bajo,,PER-GATE-001; PER-GATE-003; PER-GATE-005,,3,,0
PER-EX-004,Semana de base aeróbica local,Periodización y programación,Bajo,,PER-GATE-002; PER-GATE-004; PER-GATE-006,,3,,0
TST-EX-001,Preparación de test,Tests y evaluaciones integradas,Bajo,,TST-GATE-001,,1,,0
TST-EX-002,Registro de contexto del test,Tests y evaluaciones integradas,Bajo,,TST-GATE-002,,1,,0
TST-EX-003,Calentamiento previo al test,Tests y evaluaciones integradas,Bajo,,TST-GATE-003,,1,,0
TST-EX-004,Retest controlado,Tests y evaluaciones integradas,Medio,,TST-GATE-004,,1,,0
